,Photo ID #,Date,Title,Keywords
1058,54227,2020-03-06,The Inghamasis (Ahmad al-Tajiki and Abdul Rahman al-Muhajir) - May Allah Accept Them - The Raiders on a Gathering For the Disbeliever Polytheists in Kabul,"Aftermath,Foreign Fighter"
1059,54255,2020-03-09,The Rockets Launched By the Caliphate's Soldiers on the Inauguration Ceremony For the Tyrant (Ashraf Ghani) in Kabul City,Rocket
1060,54345,2020-03-23,The Katyusha Rockets Launched By the Caliphate's Soldiers on Baghram Military AIrbase in (Parwan) Province,Rocket
1061,54346,2020-03-23,The Katyusha Rockets Launched By the Caliphate's Soldiers on Baghram Military AIrbase in (Parwan) Province,Rocket
1062,54386,2020-03-25,Killed From the Sikhs and Hindus Inside a Temple of the Sikhs in Kabul Attacked By a Fighter From the Islamic State This Morning,Aftermath
1063,55382,2020-05-03,Slaughtered the Apostate (Galam Sokhi) an Official of the Afghan (National Security) Presidency Formerly Captured by the Caliphate Soldiers,"Hostage Photo,Execution,Beheading"
1064,54386,2020-03-25,Killed From the Sikhs and Hindus Inside a Temple of the Sikhs in Kabul Attacked By a Fighter From the Islamic State This Morning,Aftermath
1065,55382,2020-05-03,Slaughtered the Apostate (Galam Sokhi) an Official of the Afghan (National Security) Presidency Formerly Captured by the Caliphate Soldiers,"Hostage Photo,Execution,Beheading"
1066,55383,2020-05-03,Slaughtered the Apostate (Galam Sokhi) an Official of the Afghan (National Security) Presidency Formerly Captured by the Caliphate Soldiers,"Hostage Photo,Execution,Beheading,Aftermath"
1067,55581,2020-05-11,Exploding an IED on an Adjutant Military Official in <<240 Administration>> From the Afghan <<National Security>> in Kabul,Roadside Bombing
1068,58936,2020-08-03,Infographic Liberating Hundreds of the Prisoners in Afghanistan,Infographic
1069,58947,2020-08-03,The Caliphate Soldiers Who Carried Out the Inghamasi Attack on (Nangarhar) Prison in Jalalabad,"RPG,Aftermath"
1070,58948,2020-08-03,The Caliphate Soldiers Who Carried Out the Inghamasi Attack on (Nangarhar) Prison in Jalalabad,Aftermath
1071,58949,2020-08-03,The Martyr Brother Abu Rawihah al-Muhajir - May Allah Accept Him - The Raider on the Central Nangarhar Prison in Jalalabad,Aftermath
1072,58950,2020-08-03,Mujahideen of the Support Detachment that Bombed a Base for the Crusader Coalition While the Inghamasis Stormed the Prison,Aftermath
1073,59852,2020-08-22,Killed an Element From the Apostate Afghan Army Due to His Capture in (Surkh-Rod) Area in Jabalabad and Seizing His Weapon,"Aftermath,Execution,Beheading"
1074,59853,2020-08-22,Killed an Element From the Apostate Afghan Army Due to His Capture in (Surkh-Rod) Area in Jabalabad and Seizing His Weapon,"RPG,Captured Weapons"
1075,62551,2020-10-25,"Wilayat Khorasan, the Martyrdom-Seeker Abdullah al-Khorosani, May Allah Accept Him, the Raider on the Gathering of Polytheist Disbelievers in Kabul City.",Aftermath
1076,62978,2020-11-02,Executors of the Attack Today on a Gathering of the Judges and Lawyers in Kabul University <<Anas al-Panjshiri>> and <<Tariq al-Khorosani>>,Aftermath
1077,63207,2020-11-05,al-Naba Infographic Edition 259 Harvest of the Caliphate Soldiers in Khorosan During Two Weeks,Infographic
1078,63850,2020-11-23,"Wilayat Khorosan Photos: Targeting (the Green Zone) in Kabul City, Which Includes the Afghan Presidency Building, Embassies of the Crusader Countries and Headquarters for the Apostate Afghan Forces With Katyusha Rockets",Rocket
1079,63851,2020-11-23,"Wilayat Khorosan Photos: Targeting (the Green Zone) in Kabul City, Which Includes the Afghan Presidency Building, Embassies of the Crusader Countries and Headquarters for the Apostate Afghan Forces With Katyusha Rockets",Rocket
1080,63852,2020-11-23,"Wilayat Khorosan Photos: Targeting (the Green Zone) in Kabul City, Which Includes the Afghan Presidency Building, Embassies of the Crusader Countries and Headquarters for the Apostate Afghan Forces With Katyusha Rockets",Rocket
1081,63853,2020-11-23,"Wilayat Khorosan Photos: Targeting (the Green Zone) in Kabul City, Which Includes the Afghan Presidency Building, Embassies of the Crusader Countries and Headquarters for the Apostate Afghan Forces With Katyusha Rockets",Rocket
1082,63910,2020-11-28,Wilayat Khorasan Photo: A Rifle and Ammunition the Caliphate Soldiers Took as Spoils After Their Targeting of Elements of the Apostate Afghan Army in the (Sorkhrud) Area in (Jalalabad),Captured Weapons
1083,65270,2020-12-12,Wilayat Khorasan Photo: The Katyusha Rockets That Targeted the Military Division of Kabul International Airport,Rocket
1084,65461,2020-12-18,Wilayat Khorosan Photo: A Gun the Caliphate Soldiers Took as Spoils After They Killed Elements of the Apostate Pagan Security in Jalalabad City,Captured Weapons
1085,65501,2020-12-19,Wilayat Khorosan: Photo of the Katyusha Rockets that Targeted the Crusader (Bagram) Airfield in (Parwan) North of Kabul,Rocket
1086,65901,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1087,65902,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1088,65903,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1089,66474,2021-01-17,Wilayat Khorosan Photo: Weapons the Caliphate Soldiers Took as Spoils After Killing an Officer and an Element of the Afghan Police in Jalalabad,"Aftermath,Captured Weapons"
1090,67032,2021-01-31,Amaq Agency Infographic: Attacks of the Islamic State Fighters in Afghanistan During Year 2020,Infographic
1091,73059,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1092,73060,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1093,73061,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1094,74971,2021-06-02,"Moment of Exploding a Car Bomb on an Afghan Forces Convoy in the ""Fourth District"" in ""Jalalabad"" City",Vehicular Bombing
1095,79441,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1096,79442,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1097,79443,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1098,79444,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1099,79601,2021-07-20,Khorosan Province Photos: The Rockets that Targeted the Presidential Palace and the Green Zone in (Kabul) City,Rocket
1100,63853,2020-11-23,"Wilayat Khorosan Photos: Targeting (the Green Zone) in Kabul City, Which Includes the Afghan Presidency Building, Embassies of the Crusader Countries and Headquarters for the Apostate Afghan Forces With Katyusha Rockets",Rocket
1101,63910,2020-11-28,Wilayat Khorasan Photo: A Rifle and Ammunition the Caliphate Soldiers Took as Spoils After Their Targeting of Elements of the Apostate Afghan Army in the (Sorkhrud) Area in (Jalalabad),Captured Weapons
1102,65270,2020-12-12,Wilayat Khorasan Photo: The Katyusha Rockets That Targeted the Military Division of Kabul International Airport,Rocket
1103,65461,2020-12-18,Wilayat Khorosan Photo: A Gun the Caliphate Soldiers Took as Spoils After They Killed Elements of the Apostate Pagan Security in Jalalabad City,Captured Weapons
1104,65501,2020-12-19,Wilayat Khorosan: Photo of the Katyusha Rockets that Targeted the Crusader (Bagram) Airfield in (Parwan) North of Kabul,Rocket
1105,65901,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1106,65902,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1107,65903,2020-12-30,Wilayat Khorasan Photos: Detonation of an IED on a Bus Carrying Ministry of Justice Employees of the Apostate Afghan Government in Kabul,"Aftermath,IED"
1108,66474,2021-01-17,Wilayat Khorosan Photo: Weapons the Caliphate Soldiers Took as Spoils After Killing an Officer and an Element of the Afghan Police in Jalalabad,"Aftermath,Captured Weapons"
1109,67032,2021-01-31,Amaq Agency Infographic: Attacks of the Islamic State Fighters in Afghanistan During Year 2020,Infographic
1110,73059,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1111,73060,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1112,73061,2021-05-12,Khorosan Province Photos: The Caliphate Soldiers Burning an Oil Tanker Belonging to the Afghan Government in (Pol-e-Khomri) City in (Baghlan) Area By Detonating an IED,Roadside Bombing
1113,74971,2021-06-02,"Moment of Exploding a Car Bomb on an Afghan Forces Convoy in the ""Fourth District"" in ""Jalalabad"" City",Vehicular Bombing
1114,79441,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1115,79442,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1116,79443,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1117,79444,2021-07-19,Khorosan Province Photos: Part of the Diaries of the Caliphate Soldiers in Afghanistan During the First Ten Days of Dhul Hijjah,
1118,79601,2021-07-20,Khorosan Province Photos: The Rockets that Targeted the Presidential Palace and the Green Zone in (Kabul) City,Rocket
1119,79602,2021-07-20,Khorosan Province Photos: The Rockets that Targeted the Presidential Palace and the Green Zone in (Kabul) City,Rocket
1120,80837,2021-07-30,Wilayat Khorosan Pictures: Capturing and Killing an Element in the Apostate Afghan Police in (Kunduz) City,"Execution,Hostage Photo"
1121,80838,2021-07-30,Wilayat Khorosan Pictures: Capturing and Killing an Element in the Apostate Afghan Police in (Kunduz) City,"Execution,Shooting,Hostage Photo"
1122,80839,2021-07-30,Wilayat Khorosan Pictures: Capturing and Killing an Element in the Apostate Afghan Police in (Kunduz) City,"Execution,Aftermath"
1123,84428,2021-08-26,"Photo of the Martyr ""Abdul Rahman al-Logari"" Operative of the Martyrdom Operation Near Kabul Airport",Aftermath
1124,85586,2021-09-02,Al-Naba Infographic Edition 302: The Blessed Kabul Attack,Infographic
1125,87917,2021-09-19,"The Moment an IED Detonated on a Vehicle for the Taliban Militia in ""Jalalabad"" City",Roadside Bombing
1126,88930,2021-09-23,Al-Naba Infographic Edition 305 Harvest of Wilayat Khorosan in 5 Days (From 18 to 22 September),Infographic
1127,90281,2021-10-04,"The Martyr ""Misbah al-Kunari"" Executor of the Martyrdom Operation on a Gathering for the Taliban Militia in Kabul",Aftermath
1128,90944,2021-10-08,"The Martyr ""Mohammed al-Uyghuri"" Executor of the Martyrdom Attack on ""al-Hazara"" Temple in ""Kunduz""","Aftermath,Foreign Fighter"
1129,92016,2021-10-14,Al-Naba Infographic Edition 308: The Hazara Disbelievers,"Infographic,Threat"
1130,92117,2021-10-15,Anas Al-Khorasani and Abu Ali al-Baluchi the Executors of the Double Martyrdom Attack on a Shi'a Temple in Kandahar,"Aftermath,IED,Grenade"
1131,95616,2021-11-02,"A Photo From In Front of the ""Sardar Mohammad Daud Khan"" Military Hospital Gate Before Executing the Attack",
1132,95956,2021-11-04,Al-Naba Infographic Edition 311 Harvest of Wilayat Khorosan from 8 October to 3 November 2021,Infographic
1133,?,2021-12-05,Khorosan Province Photo: Targeting a Vehicle for the Apostate Taliban Militia by the Fire of the Caliphate Soldiers in (District 4) in (Jalalabad) City,Execution
